First Name,Last Name,Date of Birth,Email Address,Mobile Number,Annual Income,Total Spendings,Visit Frequency,Churn
Eileen,Goodwin,02-01-2021,eileen.goodwin52@hotmail.com,8100066931,14831,170,6,TRUE
Myla,Cox,03-01-2021,myla.cox80@yahoo.com,8100067323,13853,220,3,TRUE
Jay,Garner,04-01-2021,jay.garner76@gmail.com,8100067601,13814,220,9,TRUE
Gracelyn,Newton,05-01-2021,gracelyn.newton29@hotmail.com,8100067766,33834,290,4,FALSE
Kyler,Hernandez,06-01-2021,kyler.hernandez90@yahoo.com,8100067912,33488,320,8,TRUE
Joanna,Lawrence,07-01-2021,joanna.lawrence68@gmail.com,8100067949,30130,280,5,TRUE
Craig,Bishop,08-01-2021,craig.bishop79@hotmail.com,8100068421,14445,310,8,TRUE
Arlo,Roy,09-01-2021,arlo.roy23@yahoo.com,8100068732,18350,220,7,FALSE
Celia,Hicks,10-01-2021,celia.hicks78@gmail.com,8100068779,18583,220,1,TRUE
Landon,Newman,11-01-2021,landon.newman95@hotmail.com,8100069025,18845,200,2,FALSE
Ariel,Rios,12-01-2021,ariel.rios56@yahoo.com,8100069553,18544,240,6,TRUE
Magnus,Ross,13-01-2021,magnus.ross12@gmail.com,8100069765,33385,310,5,TRUE
Kaitlyn,Houston,14-01-2021,kaitlyn.houston48@hotmail.com,8100069792,33134,230,3,FALSE
Drew,Jennings,15-01-2021,drew.jennings41@yahoo.com,8100081475,14054,340,9,TRUE
Adriel,Reynolds,16-01-2021,adriel.reynolds90@gmail.com,8100081621,33403,320,4,FALSE
Haven,Vega,17-01-2021,haven.vega23@hotmail.com,8100081744,30433,340,1,TRUE
Augustine,Payne,18-01-2021,augustine.payne15@yahoo.com,8100081918,31318,310,7,TRUE
Aubrielle,Powers,19-01-2021,aubrielle.powers57@gmail.com,8100071196,33380,200,9,TRUE
Jovani,Butler,20-01-2021,jovani.butler62@hotmail.com,8100071782,15530,200,6,TRUE
Adelynn,Spencer,21-01-2021,adelynn.spencer42@yahoo.com,810007202,15483,320,5,FALSE
Brett,Watson,22-01-2021,brett.watson89@gmail.com,9900010050,14804,290,8,TRUE
Kallie,Guzman,23-01-2021,kallie.guzman17@hotmail.com,9900010051,18484,260,2,TRUE
Crosby,Cunningham,24-01-2021,crosby.cunningham78@yahoo.com,9900010052,18015,340,3,TRUE
Kaitlin,Richards,25-01-2021,kaitlin.richards31@gmail.com,9900010053,15485,150,4,FALSE
Jagger,Black,26-01-2021,jagger.black29@hotmail.com,9900010054,31803,150,1,TRUE
Baylee,Price,27-01-2021,baylee.price50@yahoo.com,9900010055,14443,200,5,FALSE
Kashton,Parks,28-01-2021,kashton.parks85@gmail.com,9900010056,10550,240,2,TRUE
Elsie,Salas,29-01-2021,elsie.salas97@hotmail.com,9900010057,10190,310,9,TRUE
Kaleb,Lowe,30-01-2021,kaleb.lowe45@yahoo.com,9900010058,10540,310,8,FALSE
Remi,Ryan,31-01-2021,remi.ryan54@gmail.com,9900010059,10510,280,7,TRUE
Solomon,Castillo,01-02-2021,solomon.castillo43@hotmail.com,9900010060,11840,220,6,FALSE
Dylan,Cooper,02-02-2021,dylan.cooper22@gmail.com,9900010061,10570,220,3,TRUE
Aria,Wright,03-02-2021,aria.wright11@hotmail.com,9900010062,11680,220,5,TRUE
Oliver,Lee,04-02-2021,oliver.lee27@yahoo.com,9900010063,11050,200,9,TRUE
Isabella,Parker,05-02-2021,isabella.parker83@gmail.com,9900010064,12320,310,6,TRUE
Ethan,Davis,06-02-2021,ethan.davis71@hotmail.com,9900010065,10590,240,1,FALSE
Mia,Allen,07-02-2021,mia.allen29@yahoo.com,9900010066,11540,310,8,TRUE
Lucas,Evans,08-02-2021,lucas.evans66@hotmail.com,9900010067,12870,310,7,TRUE
Emma,Turner,09-02-2021,emma.turner44@gmail.com,9900010068,11290,340,3,TRUE
Logan,Carter,10-02-2021,logan.carter55@yahoo.com,9900010069,12060,310,4,FALSE
Ava,Foster,11-02-2021,ava.foster92@hotmail.com,9900030494,11750,340,2,TRUE
Liam,Bailey,12-02-2021,liam.bailey38@gmail.com,9900034098,11010,200,1,FALSE
Charlotte,Hamilton,13-02-2021,charlotte.hamilton87@yahoo.com,9900037387,11900,240,3,TRUE
Mason,Wood,14-02-2021,mason.wood51@hotmail.com,9900038099,11150,320,5,TRUE
Amelia,Cooper,15-02-2021,amelia.cooper89@gmail.com,9900039751,12830,240,8,FALSE
Jackson,Henderson,16-02-2021,jackson.henderson70@yahoo.com,9900040016,11720,220,2,TRUE
Harper,Wright,17-02-2021,harper.wright94@hotmail.com,9900041159,11210,220,6,FALSE
Noah,Cooper,18-02-2021,noah.cooper19@gmail.com,9900044716,10940,150,9,TRUE
Sophia,James,19-02-2021,sophia.james66@yahoo.com,9900045154,10170,150,7,TRUE
Jacob,Clarke,20-02-2021,jacob.clarke45@hotmail.com,9900046136,12030,200,4,TRUE
Madison,Smith,21-02-2021,madison.smith22@gmail.com,9900047514,12440,310,9,TRUE
Jack,Wright,22-02-2021,jack.wright83@yahoo.com,9900047795,11640,240,5,FALSE
Olivia,Mitchell,23-02-2021,olivia.mitchell52@hotmail.com,9900048255,12150,320,8,TRUE
William,Carter,24-02-2021,william.carter27@gmail.com,9900050775,12370,220,4,TRUE
Emily,Robinson,25-02-2021,emily.robinson66@yahoo.com,9900052365,10560,220,2,TRUE
Jayden,Hall,26-02-2021,jayden.hall51@hotmail.com,9900052851,11130,220,1,FALSE
Abigail,Wright,27-02-2021,abigail.wright91@yahoo.com,9900053045,10500,320,6,TRUE
Ethan,Ward,28-02-2021,ethan.ward88@gmail.com,9900053755,11650,310,7,FALSE
Lily,Martin,01-03-2021,lily.martin98@yahoo.com,9900054995,10660,290,3,TRUE
Aiden,Foster,02-03-2021,aiden.foster15@hotmail.com,9900055485,11970,340,4,TRUE
Chloe,Cooper,03-03-2021,chloe.cooper24@gmail.com,9900056111,10310,240,6,FALSE
Alexander,Harris,04-03-2021,alexander.harris78@yahoo.com,9900056659,10620,340,7,TRUE
Natalie,Edwards,05-03-2021,natalie.edwards96@hotmail.com,9900057142,10360,310,3,FALSE
Mason,Jackson,06-03-2021,mason.jackson17@yahoo.com,9900057836,11280,340,5,TRUE
Ella,Evans,07-03-2021,ella.evans55@gmail.com,9900059989,11570,310,1,TRUE
Michael,Lee,08-03-2021,michael.lee63@yahoo.com,9900058216,10530,200,9,TRUE
Scarlett,Johnson,09-03-2021,scarlett.johnson31@hotmail.com,9900058634,11790,200,2,TRUE
Daniel,Green,10-03-2021,daniel.green46@gmail.com,9900058826,10520,310,8,FALSE
Isabelle,Anderson,11-03-2021,isabelle.anderson82@yahoo.com,9900059104,12420,230,6,TRUE
Liam,Wright,12-03-2021,liam.wright90@hotmail.com,9900059208,11890,340,1,TRUE
Mia,Thomas,13-03-2021,mia.thomas56@gmail.com,9900059484,11390,290,5,TRUE
Lucas,Turner,14-03-202,lucas.turner83@yahoo.com,9900059554,11180,340,4,FALSE
Ava,Taylor,01-01-2022,ava.taylor79@hotmail.com,9900059867,10580,310,7,TRUE
Amelia,James,02-01-2022,amelia.james25@yahoo.com,9900060002,10550,340,3,FALSE
Logan,King,03-01-2022,logan.king32@gmail.com,9900060906,11710,200,9,TRUE
Harper,Collins,04-01-2022,harper.collins59@yahoo.com,9900061359,11500,240,2,TRUE
Jacob,Lewis,05-01-2022,jacob.lewis79@hotmail.com,9900062486,11120,310,8,FALSE
Olivia,Ward,06-01-2022,olivia.ward44@gmail.com,9900062772,10350,230,5,TRUE
William,Turner,07-01-2022,william.turner62@yahoo.com,9900063016,12060,310,6,FALSE
Emily,Foster,08-01-2022,emily.foster19@hotmail.com,9900063654,12430,340,9,TRUE
Jackson,Mitchell,09-01-2022,jackson.mitchell47@gmail.com,9900063691,12310,310,2,TRUE
Sophia,Parker,10-01-2022,sophia.parker91@yahoo.com,9900064263,11330,310,7,TRUE
Aria,Wright,11-01-2022,aria.wright73@hotmail.com,9900064602,11600,290,1,TRUE
Noah,Smith,12-01-2022,noah.smith48@gmail.com,9900064898,11970,220,4,FALSE
Charlotte,Davis,13-01-2022,charlotte.davis56@yahoo.com,9900064986,11590,220,8,TRUE
Lily,Green,14-01-2022,lily.green69@hotmail.com,9900065539,12470,310,3,TRUE
Jayden,Williams,15-01-2022,emma.smith37@gmail.com,9900065616,11940,220,4,TRUE
Emma,Smith,16-01-2022,ethan.johnson92@hotmail.com,9900065844,12010,290,7,FALSE
Ethan,Johnson,17-01-2022,olivia.davis51@yahoo.com,9900065936,11810,320,8,TRUE
Olivia,Davis,18-01-2022,liam.brown16@gmail.com,9900066182,12080,240,1,FALSE
Liam,Brown,19-01-2022,ava.garcia81@hotmail.com,9900066476,12330,310,6,TRUE
Ava,Garcia,20-01-2022,noah.miller39@yahoo.com,9900066534,10370,120,2,TRUE
Noah,Miller,21-01-2022,sophia.wilson77@gmail.com,9900066874,10610,140,9,FALSE
Sophia,Wilson,22-01-2022,mason.moore84@hotmail.com,9900066931,10330,300,5,TRUE
Mason,Moore,23-01-2022,isabella.taylor25@yahoo.com,9900067323,10910,220,3,FALSE
Isabella,Taylor,24-01-2022,elijah.anderson49@gmail.com,9900067601,10320,320,9,TRUE
Elijah,Anderson,25-01-2022,mia.thomas68@hotmail.com,9900067766,12500,200,8,TRUE
Mia,Thomas,26-01-2022,logan.jackson14@yahoo.com,9900067912,11030,180,7,TRUE
Logan,Jackson,27-01-2022,charlotte.white71@gmail.com,9900067949,12090,340,2,FALSE
Charlotte,White,28-01-2022,lucas.harris78@hotmail.com,9900068421,12500,280,4,TRUE
Lucas,Harris,29-01-2022,amelia.martin23@yahoo.com,9900068732,12500,260,6,FALSE
Amelia,Martin,30-01-2022,jackson.thompson47@gmail.com,9900068779,11990,180,5,TRUE
Jackson,Thompson,31-01-2022,harper.martinez60@hotmail.com,9900069025,11020,240,1,FALSE
Harper,Martinez,01-02-2022,ethan.robinson35@yahoo.com,9900069553,11570,320,2,TRUE
Ethan,Robinson,02-02-2022,aria.clark56@gmail.com,9900069765,10240,280,1,FALSE
Aria,Clark,03-02-2022,oliver.rodriguez76@hotmail.com,9900069792,12150,200,7,FALSE
Oliver,Rodriguez,04-02-2022,riley.lewis12@yahoo.com,9900099475,10270,340,4,TRUE
Riley,Lewis,05-02-2022,layla.lee18@gmail.com,9900099621,12170,260,3,TRUE
Layla,Lee,06-02-2022,liam.walker91@hotmail.com,9900099744,11650,140,9,TRUE
Liam,Walker,07-02-2022,zoey.hall95@yahoo.com,9900099918,12020,300,5,TRUE
Zoey,Hall,08-02-2022,caleb.young24@gmail.com,9900071196,11070,220,6,FALSE
Caleb,Young,09-02-2022,chloe.allen46@hotmail.com,9900071782,11540,240,8,FALSE
Chloe,Allen,10-02-2022,jayden.king80@yahoo.com,990007202,11260,160,8,TRUE
Jayden,King,11-02-2022,lillian.wright63@gmail.com,9886018650,11230,180,4,TRUE
Lillian,Wright,12-02-2022,sebastian.scott27@hotmail.com,9886018651,11970,340,3,FALSE
Sebastian,Scott,13-02-2022,natalie.green49@yahoo.com,9886018652,11150,320,9,FALSE
Natalie,Green,14-02-2022,levi.baker72@gmail.com,9886018653,10990,280,7,FALSE
Levi,Baker,15-02-2022,grace.adams97@hotmail.com,9886018654,11350,140,1,TRUE
Grace,Adams,16-02-2022,daniel.nelson83@yahoo.com,9886018655,10750,220,2,TRUE
Daniel,Nelson,17-02-2022,scarlett.carter42@gmail.com,9886018656,10710,260,5,TRUE
Scarlett,Carter,18-02-2022,william.mitchell59@hotmail.com,9886018657,11260,200,6,FALSE
William,Mitchell,19-02-2022,zoey.perez56@yahoo.com,9886018658,12500,120,7,FALSE
Zoey,Perez,20-02-2022,samuel.roberts34@gmail.com,9886018659,10790,300,3,TRUE
Samuel,Roberts,21-02-2022,victoria.turner69@hotmail.com,9886018660,10940,340,8,TRUE
Victoria,Turner,22-02-2022,gabriel.phillips19@yahoo.com,9886018661,11110,160,9,TRUE
Gabriel,Phillips,23-02-2022,aubrey.campbell23@gmail.com,9886018662,10780,180,2,TRUE
Aubrey,Campbell,24-02-2022,benjamin.parker51@hotmail.com,9886018663,10290,320,6,FALSE
Benjamin,Parker,25-02-2022,addison.evans88@yahoo.com,9886018664,10750,240,5,FALSE
Addison,Evans,26-02-2022,christopher.edwards14@gmail.com,9886018665,11090,280,1,TRUE
Christopher,Edwards,27-02-2022,elizabeth.collins73@hotmail.com,9886018666,10720,140,4,TRUE
Elizabeth,Collins,28-02-2022,christian.stewart60@yahoo.com,9886018667,11130,220,8,FALSE
Christian,Stewart,01-03-2022,natalie.sanchez24@gmail.com,9886018668,10780,260,7,TRUE
Natalie,Sanchez,02-03-2022,caleb.morris67@hotmail.com,9886018669,12410,300,5,FALSE
Caleb,Morris,03-03-2022,avery.rogers32@yahoo.com,9886030494,12180,200,4,TRUE
Avery,Rogers,04-03-2022,andrew.reed95@gmail.com,9886034098,11560,120,6,TRUE
Andrew,Reed,05-03-2022,sofia.cook76@hotmail.com,9886037387,10790,340,2,TRUE
Sofia,Cook,06-03-2022,joshua.morgan84@yahoo.com,9886038098,11050,160,1,TRUE
Joshua,Morgan,07-03-2022,addison.bell81@gmail.com,9886039751,11970,240,9,FALSE
Addison,Bell,08-03-2022,anthony.murphy51@hotmail.com,9886048616,11740,320,8,TRUE
Anthony,Murphy,09-03-2022,ella.bailey29@yahoo.com,9886041159,11280,280,3,FALSE
Ella,Bailey,10-03-2022,addison.evans88@yahoo.com,9886044716,11940,300,2,TRUE
Benjamin,Parker,11-03-2022,christopher.edwards14@gmail.com,9886045154,10940,140,4,TRUE
Addison,Evans,12-03-2022,elizabeth.collins73@hotmail.com,9886046136,11650,220,9,TRUE
Christopher,Edwards,13-03-2022,christian.stewart60@yahoo.com,9886047514,11720,260,7,FALSE
Elizabeth,Collins,14-03-2022,addison.bell81@gmail.com,9886047795,12090,180,1,TRUE
Alyssa,Simpson,01-01-2023,alyssa.simpson12@gmail.com,9886048255,12090,200,5,TRUE
Bridget,Baker,02-01-2023,bridget.baker24@hotmail.com,9886050775,10970,120,6,FALSE
Tyler,Lee,03-01-2023,tyler.lee36@yahoo.com,9886052365,12390,340,8,TRUE
Angelina,Roberts,04-01-2023,angelina.roberts85@gmail.com,9886052851,11660,160,3,FALSE
Jordan,Sanders,05-01-2023,jordan.sanders77@hotmail.com,9886053045,12120,280,5,TRUE
Isabella,Wright,06-01-2023,isabella.wright57@yahoo.com,9886053755,11910,240,6,TRUE
Emma,Martinez,07-01-2023,emma.martinez63@gmail.com,9886054985,11070,320,7,TRUE
Dylan,King,08-01-2023,dylan.king29@hotmail.com,9886055485,11810,300,2,TRUE
Elizabeth,Flores,09-01-2023,elizabeth.flores19@yahoo.com,9886056111,10360,140,4,FALSE
Caleb,Wood,10-01-2023,caleb.wood51@gmail.com,9886056659,12180,220,8,TRUE
Gabriella,Bailey,11-01-2023,gabriella.bailey23@hotmail.com,9886057142,12150,260,9,TRUE
Justin,Cox,12-01-2023,justin.cox78@yahoo.com,9886057836,12250,180,1,TRUE
Madison,Ward,13-01-2023,madison.ward39@gmail.com,9886059889,10370,200,3,FALSE
Anthony,Reyes,14-01-2023,anthony.reyes91@hotmail.com,9886058216,10270,120,9,TRUE
Natalie,Dunn,15-01-2023,natalie.dunn46@yahoo.com,9886058634,11600,340,5,FALSE
Victoria,Foster,16-01-2023,victoria.foster87@gmail.com,9886058826,10270,160,6,TRUE
Jonathan,Cooper,17-01-2023,jonathan.cooper65@hotmail.com,9886059104,10300,280,1,TRUE
Savannah,Henry,18-01-2023,savannah.henry14@yahoo.com,9886059208,11270,240,8,FALSE
Jackson,Gonzales,19-01-2023,jackson.gonzales72@gmail.com,9886059484,12480,320,4,TRUE
Olivia,Crawford,20-01-2023,olivia.crawford95@hotmail.com,9886059554,12010,300,7,FALSE
Benjamin,Ortiz,21-01-2023,benjamin.ortiz25@yahoo.com,9886059867,12240,140,2,TRUE
Emily,Gomez,22-01-2023,emily.gomez69@gmail.com,9886068602,11790,220,3,TRUE
Mason,Murray,23-01-2023,mason.murray31@hotmail.com,9886060906,10940,260,1,TRUE
Ava,Freeman,24-01-2023,ava.freeman58@yahoo.com,9886061359,12170,180,9,TRUE
Kevin,Wells,25-01-2023,kevin.wells78@gmail.com,9886062486,11720,200,7,FALSE
Sophia,Webb,26-01-2023,sophia.webb43@hotmail.com,9886062772,10690,120,6,TRUE
Noah,Simpson,27-01-2023,noah.simpson27@yahoo.com,9886063016,11160,340,8,TRUE
Chloe,Warner,28-01-2023,chloe.warner95@gmail.com,9886063654,10520,160,5,TRUE
Alexander,Lane,29-01-2023,alexander.lane76@hotmail.com,9886063691,11260,280,2,FALSE
Mia,Austin,30-01-2023,mia.austin61@yahoo.com,9886064263,10530,240,4,TRUE
William,Rice,31-01-2023,william.rice70@gmail.com,9886064602,10560,320,2,FALSE
Abigail,Reid,01-02-2023,abigail.reid39@hotmail.com,9886064898,11600,300,5,TRUE
Christopher,Burgess,02-02-2023,christopher.burgess18@yahoo.com,9886064986,10530,140,7,TRUE
Addison,Sandoval,03-02-2023,addison.sandoval49@gmail.com,9886065539,12250,220,1,FALSE
Samuel,Barrera,04-02-2023,samuel.barrera63@hotmail.com,9886065616,11770,260,8,TRUE
Elizabeth,Duke,05-02-2023,elizabeth.duke26@yahoo.com,9886065844,10590,180,6,FALSE
Ryan,Banks,06-02-2023,ryan.banks47@gmail.com,9886065936,11670,200,3,TRUE
Natalie,Key,07-02-2023,natalie.key72@hotmail.com,9886066182,10570,120,9,TRUE
Jacob,Guy,08-02-2023,jacob.guy89@yahoo.com,9886066476,10590,340,4,TRUE
Victoria,Mcdonald,09-02-2023,victoria.mcdonald16@gmail.com,9886066534,11910,160,5,TRUE
Ethan,Luna,10-02-2023,ethan.luna78@hotmail.com,9886066874,10560,280,7,FALSE
Grace,Mcguire,11-02-2023,grace.mcguire53@yahoo.com,9886066931,12440,240,9,TRUE
Andrew,Brock,12-02-2023,andrew.brock45@gmail.com,9886067323,11910,320,8,TRUE
Lillian,Stephenson,13-02-2023,lillian.stephenson90@hotmail.com,9886067601,10550,300,1,TRUE
Matthew,Cabrera,14-02-2023,matthew.cabrera91@yahoo.com,9886067766,12270,140,2,FALSE
Brooklyn,Weaver,15-02-2023,brooklyn.weaver56@gmail.com,9886067912,10570,220,3,TRUE
Nicholas,Cummings,16-02-2023,nicholas.cummings37@hotmail.com,9886067949,10580,260,4,FALSE
Hannah,Velasquez,17-02-2023,hannah.velasquez84@yahoo.com,9886068421,12170,180,6,TRUE
Evan,Malone,18-02-2023,evan.malone17@gmail.com,9886068732,10560,200,7,TRUE
Addison,Estrada,19-02-2023,addison.estrada43@hotmail.com,9886068779,10750,120,8,FALSE
Joshua,Roach,20-02-2023,joshua.roach29@yahoo.com,9886069025,10740,340,3,TRUE
Avery,Weiss,21-02-2023,avery.weiss75@gmail.com,9886069553,11040,160,5,FALSE
Emma,Hayes,22-02-2023,emma.hayes.54@mail.com,9886069765,10780,280,2,TRUE
Ethan,Morgan,23-02-2023,ethan.morgan.82@mail.com,9886069792,10790,240,9,TRUE
Charlotte,Robertson,24-02-2023,charlotte.robertson.15@mail.com,9886098475,10780,320,1,TRUE
Lucas,Campbell,25-02-2023,lucas.campbell.67@mail.com,9886098621,10740,300,4,TRUE
Olivia,Cooper,26-02-2023,olivia.cooper.29@mail.com,9886098744,10770,140,7,FALSE
Logan,Stevens,27-02-2023,logan.stevens.98@mail.com,9886098918,12490,220,6,TRUE
Sophia,Nguyen,28-02-2023,sophia.nguyen.21@mail.com,9886071196,10710,260,8,TRUE
Aiden,Murray,01-03-2023,aiden.murray.51@mail.com,9886071782,10770,180,1,TRUE
Ava,Foster,02-03-2023,ava.foster.88@mail.com,988607202,10780,200,5,FALSE
Mason,Kelly,03-03-2023,mason.kelly.36@mail.com,8186018650,10750,120,2,TRUE
Amelia,Scott,04-03-2023,amelia.scott.73@mail.com,8186018651,12190,340,3,FALSE
Noah,Baker,05-03-2023,noah.baker.62@mail.com,8186018652,10760,160,9,TRUE
Isabella,Carter,06-03-2023,isabella.carter.44@mail.com,8186018653,10730,280,4,TRUE
Liam,Howard,07-03-2023,liam.howard.84@mail.com,8186018654,10790,240,6,FALSE
Mia,Bailey,08-03-2023,mia.bailey.91@mail.com,8186018655,10730,320,2,TRUE
Jacob,Diaz,09-03-2023,jacob.diaz.48@mail.com,8186018656,10770,300,8,FALSE
Harper,Russell,10-03-2023,harper.russell.10@mail.com,8186018657,10790,140,7,TRUE
William,Caldwell,11-03-2023,william.caldwell.52@mail.com,8186018658,10780,220,1,TRUE
Elizabeth,Romero,12-03-2023,elizabeth.romero.41@mail.com,8186018659,10750,260,9,TRUE
Ethan,Fitzgerald,13-03-2023,ethan.fitzgerald.80@mail.com,8186018660,10710,180,5,TRUE
Sofia,Holland,08-03-2023,sofia.holland.17@mail.com,8186018661,10630,200,3,FALSE
Jackson,Wallace,09-03-2023,jackson.wallace.59@mail.com,8186018662,12850,120,4,TRUE
